molecule,Compound,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
111,O=[N+]([O-])c1ccc(F)cc1,5,0,0,0,0,1,0,0,141.102,4.538,311.592,0,95.392,169.152,47.047,467.588,0,1,0.0440332,0,0.9350198,13.532,4.233,5.279,3.049,1.786,-1.761,-1.965,-3.39,1233.944,-0.109,1123.971,-2.586,10.84,1.517,1,-0.335,3,92.734,47.047,0,44.914,3,0,6,0,6,0,10,0,8.381
112,CCOC(=O)CBr,6,0,0,0,0,2,2,1,167.002,2.514,334.483,198.675,59.561,0,76.246,485.775,0,2,0.0130086,0,0.8934727,12.003,3.378,4.443,2.485,1.33,-1.126,-1.692,-3.256,2698.234,0.133,3784.185,-2.425,11.126,0.926,1,-0.592,3,96.143,0,0,37.329,2,0,0,0,0,0,7,0,19.157
113,CCOC(=O)C(Br)C(=O)OCC,1,0,0,0,0,4,3,0,239.065,6.232,442.802,278.525,96.805,0,67.472,699.117,0,4,0.0555441,0,0.860311,19.256,5.665,8.642,4.524,1.496,-2.157,-2.294,-3.792,1196.458,-0.384,1406.556,-2.92,11.055,0.982,1,-0.592,3,90.791,0,0,68.528,4,0,0,0,0,0,12,0,2.005
114,Brc1ccc(I)cc1,8,0,0,0,0,0,0,1,282.906,0.532,329.901,0,0,168.894,161.008,496.517,0,0,0.0005697,0,0.9191875,15.33,5.146,4.869,1.718,3.971,-3.289,-3.705,-3.645,9906.038,0.192,10000,-0.925,9.227,1.03,0,0.059,3,100,0,0,0,0,0,6,0,6,0,8,0,6.638
115,Clc1ccc(I)cc1,8,0,0,0,0,0,0,1,238.455,0.117,324.855,0,0,169.595,155.26,487.601,0,0,2.81E-05,0,0.922257,14.979,5.044,4.718,1.709,3.161,-3.02,-3.565,-3.599,9906.038,0.192,10000,-0.922,9.131,0.984,0,0.034,3,100,0,0,0,0,0,6,0,6,0,8,0,7.764
116,Ic1ccccc1,7,0,0,0,0,0,0,1,204.01,2.318,300.805,0,0,217.184,83.621,443.443,0,0,0.0121166,0,0.9349152,13.667,4.518,4.17,1.95,2.951,-2.602,-2.792,-3.621,9906.038,0.192,10000,-0.754,9.108,0.839,0,-0.095,3,100,0,0,0,0,0,6,0,6,0,7,0,57.978
117,Brc1ccccc1,8,0,0,0,0,0,0,1,157.009,1.769,295.096,0,0,217.705,77.391,433.37,0,0,0.007218,0,0.9385142,13.269,4.405,3.94,1.937,2.989,-2.558,-2.635,-3.565,9906.038,0.192,10000,-0.753,9.707,0.218,0,-0.124,3,100,0,0,0,0,0,6,0,6,0,7,0,64.39
118,Clc1ccccc1,10,0,0,0,0,0,0,1,112.558,2.171,290.048,0,0,218.407,71.64,424.45,0,0,0.0111094,0,0.9417013,12.918,4.305,3.849,1.928,2.89,-2.39,-2.495,-3.517,9906.038,0.192,10000,-0.75,9.397,-0.001,0,-0.15,3,100,0,0,0,0,0,6,0,6,0,7,0,64.065
119,O=CC1CCCCC1,5,0,0,0,0,1,0,0,112.171,3.691,325.979,257.263,68.716,0,0,502.933,0,2,0.0270811,0,0.9382452,13.331,3.588,4.881,2.72,1.243,-1.186,-0.498,-2.531,2209.367,-0.017,1165.367,-2.69,10.585,-0.681,1,-0.499,3,94.081,0,0,35.903,1,0,6,0,6,6,8,0,14.978
12,CC=Cc1ccc(C=CC)cc1,6,0,0,0,0,2,0,2,158.243,0.148,439.483,249.358,0,190.125,0,700.209,0,0,3.14E-05,0,0.8677107,22.4,5.911,6.401,1.241,4.963,-5.114,-5.105,-4.579,9906.038,0.691,5899.293,-0.658,8.554,0.427,2,0.566,3,100,0,0,0,0,0,6,0,6,0,12,0,0.274
12,CC=Cc1ccc(C=CC)cc1,6,0,0,0,0,2,0,2,158.243,0.575,432.598,252.027,0,180.571,0,692.101,0,0,0.0004777,0,0.8747019,21.984,5.809,6.263,1.025,4.834,-5.044,-5.02,-4.421,9906.038,0.697,5899.293,-0.691,8.632,0.347,2,0.542,3,100,0,0,0,0,0,6,0,6,0,12,0,0.307
12,CC=Cc1ccc(C=CC)cc1,6,0,0,0,0,2,0,2,158.243,0.763,427.005,254.835,0,172.17,0,685.939,0,0,0.0008482,0,0.8808911,21.657,5.732,6.154,0.835,4.735,-4.996,-4.956,-4.28,9906.038,0.702,5899.293,-0.721,8.718,0.264,2,0.524,3,100,0,0,0,0,0,6,0,6,0,12,0,0.333
120,CC(C)CC=O,8,0,0,0,0,2,0,0,86.133,3.404,295.543,228.675,66.868,0,0,438.672,0,2,0.0264197,0,0.9447237,10.117,2.932,3.716,2.414,0.842,-0.176,0.026,-2.426,2300.357,-0.057,1217.329,-2.56,10.639,-0.677,1,-0.728,3,92.047,0,0,36.432,1,0,0,0,0,0,6,0,85.189
121,Cc1ccccc1C=O,3,0,0,0,0,1,0,1,120.151,3.527,329.116,99.015,61.136,168.965,0,503.541,0,2,0.0247065,0,0.9300486,14.969,4.641,5.644,3.826,1.761,-1.271,-1.056,-3.47,2607.011,0.032,1393.642,-1.955,9.644,0.052,1,-0.498,3,100,0,0,34.826,1,0,6,0,6,0,9,0,75.989
122,O=Cc1ccccc1,4,0,0,0,0,1,0,0,106.124,3.84,301.215,17.512,77.337,206.365,0,448.509,0,2,0.0328736,0,0.94074,13.124,4.524,5.27,4.123,1.479,-1.115,-0.759,-3.475,1830.243,-0.079,950.804,-2.122,9.96,0.59,0,-0.657,3,93.998,0,0,37.236,1,0,6,0,6,0,8,0,154.431
123,O=Cc1ccc(Cl)cc1,4,0,0,0,0,1,0,1,140.569,2.654,325.267,17.51,77.341,158.777,71.639,492.67,0,2,0.0143014,0,0.9274602,14.437,5.038,5.73,3.882,1.572,-1.301,-1.49,-3.463,1830.106,0.08,2346.908,-2.29,9.702,0.834,0,-0.529,3,94.54,0,0,37.236,1,0,6,0,6,0,9,0,23.716
124,O=Cc1ccc2ccccc2c1,2,0,0,0,0,1,0,0,156.184,3.831,370.341,17.484,77.306,275.55,0,586.555,0,2,0.0250182,0,0.9150306,19.309,6.252,7.395,4.76,2.379,-1.995,-2.061,-4.221,1831.486,-0.112,951.502,-1.878,8.808,1.036,0,-0.257,3,100,0,0,37.213,1,0,10,0,10,0,12,0,19.539
125,O=Cc1ccc(-c2ccccc2)cc1,1,0,0,0,0,2,0,0,182.221,4.156,421.899,17.517,77.395,326.987,0,683.027,0,2,0.025291,0,0.889026,23.019,7.403,8.7,5.014,2.566,-2.99,-2.734,-4.887,1827.939,-0.21,949.51,-1.602,9.258,0.851,0,-0.019,3,100,0,0,37.253,1,0,12,0,12,0,14,0,6.595
126,O=Cc1ccc(C(F)(F)F)cc1,3,0,0,0,0,1,0,1,174.122,2.551,352.045,18.207,77.36,139.7,116.778,545.382,0,2,0.01193,0,0.9169949,16.364,4.112,6.546,3.833,2.043,-2.516,-2.203,-3.541,1829.328,0.176,4145.396,-2.357,10.416,1.215,0,-0.376,3,100,116.778,0,37.241,1,0,6,0,6,0,12,0,4.969
127,N#Cc1ccc(C=O)cc1,2,0,0,0,0,2,0,-1,131.134,3.773,339.268,17.507,149.345,172.416,0,513.875,0,3.5,0.027698,0,0.9145207,14.774,5.233,6.808,5.73,0.304,-1.488,-1.594,-3.737,379.891,-0.748,173.785,-3.473,10.341,1.284,0,-0.911,3,74.894,0,0,63.029,2,0,6,0,6,0,10,0,1.436
128,O=Cc1ccc([N+](=O)[O-])cc1,3,0,0,0,0,2,0,-1,151.121,4.715,339.557,17.519,174.611,147.426,0,521.252,0,3,0.0426432,0,0.9224671,14.83,5.402,6.862,5.24,0.602,-0.852,-1.25,-3.49,218.808,-0.925,95.727,-4.026,10.745,1.846,1,-0.756,2,72.355,0,0,82.156,4,0,6,0,6,0,11,0,2.499
129,O=Cc1ccc(O)cc1,4,0,0,0,0,2,0,-1,122.123,4.839,313.581,17.502,132.021,164.058,0,471.25,1,2.75,0.04968,0.0087697,0.9339354,12.988,5.016,7.469,6.22,1.349,-0.934,-1.097,-3.383,554.56,-0.566,261.57,-3.183,9.473,0.511,1,-0.639,3,83.953,0,0,59.782,2,0,6,0,6,0,9,0,10.84
13,CC=Cc1ccsc1,6,0,0,0,0,1,0,1,124.2,1.445,337.845,126.012,0,156.082,55.751,510.267,0,0,0.004091,0,0.914069,15.115,4.413,4.256,1.393,3.233,-2.932,-3.128,-3.667,9906.038,0.444,10000,-0.874,8.965,0.41,2,0.057,3,100,0,0,0,0,0,5,0,5,0,8,0,12.383
13,CC=Cc1ccsc1,6,0,0,0,0,1,0,1,124.2,1.096,330.067,126.886,0,147.433,55.748,501.538,0,0,0.0023943,0,0.9249089,14.683,4.372,4.087,1.315,3.166,-2.88,-3.037,-3.45,9906.038,0.446,10000,-0.904,9.04,0.373,2,0.032,3,100,0,0,0,0,0,5,0,5,0,8,0,14.231
130,COc1ccc(C=O)cc1,1,0,0,0,0,2,0,0,136.15,3.33,337.922,110.224,77.358,150.339,0,523.768,0,2.75,0.0211665,0,0.9299108,14.959,4.845,6.013,4.349,1.155,-0.908,-1.048,-3.383,1829.406,-0.153,950.334,-2.224,9.403,0.497,1,-0.682,3,92.097,0,0,45.525,2,0,6,0,6,0,10,0,113.527
131,Cc1ccc(N=Cc2ccccc2)cc1,2,0,0,0,0,3,0,1,195.263,1.499,476.323,98.37,7.955,369.998,0,770.845,0,1,0.0029151,0,0.8535754,26.302,7.888,8.614,3.76,3.977,-4.169,-3.475,-5.666,8326.465,0.31,4889.439,-0.075,8.85,0.576,1,0.461,3,100,0,0,10.405,1,0,12,0,12,0,15,0,9.647
131,Cc1ccc(N=Cc2ccccc2)cc1,2,0,0,0,0,3,0,1,195.263,2.648,447.297,110.978,19.933,316.385,0,744.495,0,1,0.0094202,0,0.8881317,24.736,7.55,8.215,3.406,3.969,-3.72,-3.475,-4.851,6410.191,0.214,3685.378,-0.484,8.828,0.402,1,0.384,3,100,0,0,11.656,1,0,12,0,12,0,15,0,13.33
132,C(=Nc1ccccc1)c1ccccc1,2,0,0,0,0,3,0,1,181.237,1.546,443.951,9.908,7.932,426.111,0,710.664,0,1,0.0033617,0,0.8675079,24.43,7.74,8.086,4.063,4.072,-3.783,-3.177,-5.708,8330.73,0.312,4892.146,0.123,8.974,0.604,0,0.286,3,100,0,0,10.394,1,0,12,0,12,0,14,0,58.022
132,C(=Nc1ccccc1)c1ccccc1,4,0,0,0,0,3,0,1,181.237,2.624,414.245,22.827,19.837,371.581,0,684.399,0,1,0.0100623,0,0.9066658,22.858,7.471,7.689,3.702,3.875,-3.406,-3.177,-4.814,6423.753,0.222,3693.806,-0.288,8.974,0.428,0,0.21,3,100,0,0,11.647,1,0,12,0,12,0,14,0,82.226
133,Fc1ccc(N=Cc2ccccc2)cc1,3,0,0,0,0,3,0,1,199.227,3.258,452.952,9.956,7.936,388.019,47.041,726.802,0,1,0.0146024,0,0.8630913,24.712,7.307,8.501,3.842,4.158,-3.98,-3.559,-5.598,8329.953,0.427,8854.163,-0.011,9.099,0.785,0,0.333,3,100,47.041,0,10.395,1,0,12,0,12,0,15,0,19.715
133,Fc1ccc(N=Cc2ccccc2)cc1,3,0,0,0,0,3,0,1,199.227,3.674,423.964,22.85,19.822,334.261,47.031,700.943,0,1,0.0192603,0,0.9001016,23.164,7.018,8.083,3.488,3.968,-3.6,-3.559,-4.743,6425.869,0.335,6687.546,-0.419,9.107,0.582,0,0.258,3,100,47.031,0,11.644,1,0,12,0,12,0,15,0,27.274
134,COc1cccc(N=Cc2ccccc2)c1,1,0,0,0,0,4,0,1,211.263,2.563,479.441,100.551,7.966,370.923,0,785.3,0,1.75,0.0083649,0,0.8585925,26.248,8.074,9.058,4.292,3.705,-3.726,-3.467,-5.589,8324.452,0.25,4888.161,0.024,8.873,0.623,1,0.26,3,100,0,0,18.683,2,0,12,0,12,0,16,0,41.124
134,COc1cccc(N=Cc2ccccc2)c1,2,0,0,0,0,4,0,1,211.263,2.673,452.67,115.584,19.88,317.206,0,760.814,0,1.75,0.0093921,0,0.890367,24.755,7.737,8.602,3.943,3.546,-3.393,-3.467,-4.819,6417.663,0.155,3690.022,-0.384,8.89,0.404,1,0.189,3,100,0,0,19.942,2,0,12,0,12,0,16,0,51.594
135,C(=NN(c1ccccc1)c1ccccc1)c1ccccc1,2,0,0,0,0,5,0,1,272.349,2.277,579.133,4.117,2.516,572.5,0,984.242,0,2,0.0052684,0,0.8262691,35.492,11.34,12.588,5.891,5.395,-5.331,-5.008,-7.073,9376.415,0.238,5559.128,0.931,8.2,0.232,2,0.728,3,100,0,0,12.222,2,1,18,0,18,0,21,0,10.851
135,C(=NN(c1ccccc1)c1ccccc1)c1ccccc1,2,0,0,0,0,5,0,1,272.349,2.688,527.824,23.976,13.349,490.498,0,938.86,0,2,0.0076974,0,0.8785036,32.893,10.584,11.789,5.284,4.928,-4.358,-5.008,-5.837,7401.38,0.147,4305.009,0.442,7.894,0.404,3,0.596,3,100,0,0,11.123,2,0,18,0,18,0,21,0,33.058
136,Cc1ccc(N=Cc2ccccc2)cc1,2,0,0,0,0,3,0,1,195.263,1.499,476.323,98.37,7.955,369.998,0,770.845,0,1,0.0029151,0,0.8535754,26.302,7.888,8.614,3.76,3.977,-4.169,-3.475,-5.666,8326.465,0.31,4889.439,-0.075,8.85,0.576,1,0.461,3,100,0,0,10.405,1,0,12,0,12,0,15,0,9.647
136,Cc1ccc(N=Cc2ccccc2)cc1,2,0,0,0,0,3,0,1,195.263,2.648,447.297,110.978,19.933,316.385,0,744.495,0,1,0.0094202,0,0.8881317,24.736,7.55,8.215,3.406,3.969,-3.72,-3.475,-4.851,6410.191,0.214,3685.378,-0.484,8.828,0.402,1,0.384,3,100,0,0,11.656,1,0,12,0,12,0,15,0,13.33
137,COc1cccc(N=Cc2ccccc2)c1,1,0,0,0,0,4,0,1,211.263,2.563,479.441,100.551,7.966,370.923,0,785.3,0,1.75,0.0083649,0,0.8585925,26.248,8.074,9.058,4.292,3.705,-3.726,-3.467,-5.589,8324.452,0.25,4888.161,0.024,8.873,0.623,1,0.26,3,100,0,0,18.683,2,0,12,0,12,0,16,0,41.124
137,COc1cccc(N=Cc2ccccc2)c1,2,0,0,0,0,4,0,1,211.263,2.673,452.67,115.584,19.88,317.206,0,760.814,0,1.75,0.0093921,0,0.890367,24.755,7.737,8.602,3.943,3.546,-3.393,-3.467,-4.819,6417.663,0.155,3690.022,-0.384,8.89,0.404,1,0.189,3,100,0,0,19.942,2,0,12,0,12,0,16,0,51.594
138,Fc1ccc(N=Cc2ccccc2)cc1,3,0,0,0,0,3,0,1,199.227,3.258,452.952,9.956,7.936,388.019,47.041,726.802,0,1,0.0146024,0,0.8630913,24.712,7.307,8.501,3.842,4.158,-3.98,-3.559,-5.598,8329.953,0.427,8854.163,-0.011,9.099,0.785,0,0.333,3,100,47.041,0,10.395,1,0,12,0,12,0,15,0,19.715
138,Fc1ccc(N=Cc2ccccc2)cc1,3,0,0,0,0,3,0,1,199.227,3.674,423.964,22.85,19.822,334.261,47.031,700.943,0,1,0.0192603,0,0.9001016,23.164,7.018,8.083,3.488,3.968,-3.6,-3.559,-4.743,6425.869,0.335,6687.546,-0.419,9.107,0.582,0,0.258,3,100,47.031,0,11.644,1,0,12,0,12,0,15,0,27.274
139,C(=Nc1ccccc1)c1ccccc1,2,0,0,0,0,3,0,1,181.237,1.546,443.951,9.908,7.932,426.111,0,710.664,0,1,0.0033617,0,0.8675079,24.43,7.74,8.086,4.063,4.072,-3.783,-3.177,-5.708,8330.73,0.312,4892.146,0.123,8.974,0.604,0,0.286,3,100,0,0,10.394,1,0,12,0,12,0,14,0,58.022
139,C(=Nc1ccccc1)c1ccccc1,4,0,0,0,0,3,0,1,181.237,2.624,414.245,22.827,19.837,371.581,0,684.399,0,1,0.0100623,0,0.9066658,22.858,7.471,7.689,3.702,3.875,-3.406,-3.177,-4.814,6423.753,0.222,3693.806,-0.288,8.974,0.428,0,0.21,3,100,0,0,11.647,1,0,12,0,12,0,14,0,82.226
14,CC=Cc1ccccc1OC,5,0,0,0,0,2,0,1,148.204,1.068,394.708,215.698,0,179.01,0,621.189,0,0.75,0.0018369,0,0.8920141,19.131,5.183,5.72,2.184,3.201,-2.936,-3.638,-4.133,9906.038,0.281,5899.293,-0.697,8.632,0.103,2,0.136,3,100,0,0,6.699,1,0,6,0,6,0,11,0,6.856
14,CC=Cc1ccccc1OC,5,0,0,0,0,2,0,1,148.204,1.121,388.357,219.791,0,168.566,0,613.054,0,0.75,0.0020508,0,0.8986695,18.706,5.082,5.571,2.098,3.149,-2.933,-3.553,-3.976,9906.038,0.289,5899.293,-0.734,8.756,-0.029,2,0.112,3,100,0,0,6.979,1,0,6,0,6,0,11,0,7.655
140,ON=Cc1ccccc1,4,0,0,0,0,3,0,0,121.138,1.472,325.295,16.175,86.532,222.588,0,489.164,1,3.2,0.0044274,0.0098372,0.9229763,13.622,5.186,7.13,6.559,0.991,-0.853,-0.963,-3.84,1497.33,-0.295,765.328,-2.042,9.47,0.381,0,-0.703,3,89.581,0,0,38.591,2,0,6,0,6,0,9,0,174.497
140,ON=Cc1ccccc1,4,0,0,0,0,3,0,0,121.138,1.089,315.747,19.938,81.256,214.553,0,478.573,1,3.2,0.0024759,0.0101347,0.9371123,13.121,5.133,6.913,6.446,0.98,-0.75,-0.963,-3.573,1680.142,-0.234,866.807,-1.973,9.489,0.386,0,-0.721,3,90.413,0,0,36.36,2,0,6,0,6,0,9,0,289.677
141,O=C1CCCCC1,8,0,0,0,0,0,1,1,98.144,4.077,298.254,243.928,54.325,0,0,445.765,0,2,0.0372929,0,0.9462009,11.686,2.942,4.421,2.776,0.821,-0.64,-0.265,-2.403,3025.053,0.159,1636.687,-2.521,10.503,-0.779,2,-0.623,3,94.054,0,0,29.558,1,0,6,0,6,5,7,0,44.59
142,CC(=O)c1ccc(C)cc1,2,0,0,0,0,1,0,1,134.177,4.249,361.256,170.204,50.991,140.061,0,561.08,0,2,0.0321759,0,0.9106824,16.996,4.793,6.323,3.637,1.429,-1.817,-1.354,-3.645,3253.488,0.093,1770.675,-1.87,9.685,0.498,1,-0.331,3,100,0,0,28.761,1,0,6,0,6,0,10,0,25.399
143,CC(=O)c1ccc(F)cc1,3,0,0,0,0,1,0,1,138.141,3.02,338.154,81.949,50.988,158.166,47.051,517.217,0,2,0.0176372,0,0.9215076,15.413,4.246,5.853,3.721,2.034,-1.347,-1.438,-3.556,3253.76,0.218,3205.716,-1.806,10.055,0.805,0,-0.458,3,100,47.051,0,28.761,1,0,6,0,6,0,10,0,51.759
144,CC(=O)c1ccccc1,4,0,0,0,0,1,0,1,120.151,3.917,329.107,81.947,50.99,196.17,0,501.06,0,2,0.0306217,0,0.9270161,15.13,4.7,5.769,3.942,1.58,-1.279,-1.056,-3.648,3253.57,0.108,1770.723,-1.672,9.925,0.528,0,-0.505,3,100,0,0,28.762,1,0,6,0,6,0,9,0,145.799
145,CC(=O)c1ccc(Cl)cc1,3,0,0,0,0,1,0,1,154.596,3.026,353.135,81.951,50.988,148.513,71.683,545.235,0,2,0.0167973,0,0.914002,16.443,5.218,6.294,3.7,2.07,-1.899,-1.788,-3.632,3253.725,0.272,4373.756,-1.84,9.663,0.772,0,-0.377,3,100,0,0,28.761,1,0,6,0,6,0,10,0,21.757
146,CC(=O)c1ccc(-c2ccccc2)cc1,1,0,0,0,0,2,0,0,196.248,4.236,449.978,82.18,52.484,315.314,0,736.293,0,2,0.0243742,0,0.876344,25.039,7.604,9.228,4.833,2.945,-3.454,-3.032,-5.037,3149.188,-0.013,1709.4,-1.184,9.228,0.813,0,0.136,3,100,0,0,28.994,1,0,12,0,12,0,15,0,5.462
147,CC(=O)c1ccc(Br)cc1,3,0,0,0,0,1,0,1,199.047,3.1,358.18,81.951,50.988,147.807,77.434,554.149,0,2,0.0173425,0,0.9109236,16.792,5.32,6.446,3.71,2.085,-1.971,-2.732,-3.678,3253.748,0.284,4702.848,-1.843,9.967,0.814,0,-0.351,3,100,0,0,28.761,1,0,6,0,6,0,10,0,21.096
148,CC(=O)c1ccc(I)cc1,3,0,0,0,0,1,0,1,246.047,3.012,363.941,81.951,50.992,147.338,83.66,564.233,0,2,0.016076,0,0.9073462,17.192,5.435,6.591,3.723,2.135,-2.09,-3.73,-3.734,3253.406,0.296,5086.468,-1.844,9.308,1.072,0,-0.321,3,100,0,0,28.763,1,0,6,0,6,0,10,0,18.976
149,CC(=O)c1ccc(C(F)(F)F)cc1,3,0,0,0,0,1,0,1,188.149,3.112,379.94,82.655,51.004,129.518,116.764,597.93,0,2,0.0161953,0,0.9034062,18.37,4.29,7.134,3.652,2.376,-2.754,-2.5,-3.713,3252.623,0.373,7720.565,-1.907,10.381,1.15,0,-0.224,3,100,116.764,0,28.765,1,0,6,0,6,0,13,0,4.479
15,C=C(c1ccccc1)c1ccccc1,7,0,0,0,0,2,0,1,180.249,0.082,430.47,35.316,0,395.154,0,704.725,0,0,9.60E-06,0,0.8896823,24.539,7.569,7.537,2.626,4.532,-6.033,-5.152,-5.202,9906.038,0.263,5899.293,0.065,8.986,0.224,0,0.579,3,100,0,0,0,0,0,12,0,12,0,14,1,1.475
150,CC(=O)c1ccc([N+](=O)[O-])cc1,3,0,0,0,0,2,0,-1,165.148,5.36,367.518,81.977,148.309,137.233,0,573.883,0,3,0.0500587,0,0.9087306,16.839,5.579,7.495,5.06,1.256,-1.609,-1.548,-3.663,388.588,-0.754,178.089,-3.577,10.708,1.783,1,-0.603,3,80.649,0,0,73.7,4,0,6,0,6,0,12,0,2.266
151,CC(=O)C1CCCCC1,5,0,0,0,0,1,1,1,126.198,3.707,352.701,309.655,43.047,0,0,555.616,0,2,0.0247392,0,0.9267047,15.44,3.854,5.44,2.61,1.765,-1.868,-0.796,-2.718,3869.802,0.169,2135.856,-2.217,10.564,-0.753,1,-0.347,3,100,0,0,27.289,1,0,6,0,6,6,9,0,15.607
155,CN1CCCN(C)C1=O,6,0,0,0,0,0,0,1,128.174,5.62,341.536,300.796,40.74,0,0,528.547,0,2,0.0597664,0,0.9256598,14.998,3.533,5.785,2.788,1.531,-1.481,-1.032,-2.735,4069.699,0.247,2255.354,-2.27,8.93,-1.188,0,-0.383,3,100,0,0,32.867,3,0,6,0,6,3,9,0,15.68
